vhash,dport,packet_size,n_src,n_dst
fb358db24237b645fedeae52055dd892,3306,60,20,643
52113d8a3609b712acfed33d1bc19ca1,21,46,20,643
d879ab828b597acdf4ff6328f2605ab8,37,63,20,640
b21daf8e2171b9a4cccfa551801cb803,631,89,20,647
65f9e11badaceab046de8d1d59a6bb51,1723,74,20,649
094a249219f714d8caca54c17fef5106,445,51,20,641
100a9e2cda856218ebc6b03070c464ec,843,62,20,646
c7dd66719728d36ac0a6accd5fcfcd6b,37,62,20,621
3cb4202ad21767c8b588d74f805e66a1,21,1050,20,643
0047f516a0c44b308aa6ba391107590f,3306,184,20,640
d879ab828b597acdf4ff6328f2605ab8,21,63,20,640
fb358db24237b645fedeae52055dd892,37,60,20,643
a668727d917520a1bd87a15c1380cec2,1723,62,20,646
100a9e2cda856218ebc6b03070c464ec,631,62,20,646
6bea85f92173b0a9ec293b123ebdf4a9,445,131,20,648
81647d31e2f92f3f85bbea17b9eee2bd,843,72,20,645
bf5301d9f66675521c734c08b9796cff,21,130,20,645
fb358db24237b645fedeae52055dd892,21,60,20,643
4bf46863104519c369fa0f7857de657e,631,71,20,645
45fb59e6f55a684ac47f48e446ff2550,1723,62,20,639
ca66cc18bb9a8311515ed8c20dec7015,445,52,20,644
0047f516a0c44b308aa6ba391107590f,843,184,20,640
58113f184470d7a063aea1ffbb4bbcfa,21,62,20,635
788c5ced29ce3e7e65ccb2cfb2b3defe,21,92,20,643
20a1d4a4a54e3cf08f1cd1770eb0dc66,3306,62,20,626
b160c20f62edfe2ed57a1426845b60d3,21,107,20,645
81647d31e2f92f3f85bbea17b9eee2bd,631,72,20,645
58113f184470d7a063aea1ffbb4bbcfa,1723,62,20,635
e3c4dd21a9171fd39d208efa09bf7883,445,96,20,644
0f8cc5d0a8b3a3d476ccab1a0f60abc4,843,49,20,647
a668727d917520a1bd87a15c1380cec2,21,62,20,646
45fb59e6f55a684ac47f48e446ff2550,21,62,20,639
45fb59e6f55a684ac47f48e446ff2550,3306,62,20,639
2487e13d8a2026521511cc85404cb213,21,93,20,645
20a1d4a4a54e3cf08f1cd1770eb0dc66,21,62,20,626
87f505a0967364a9e1d7290d4ef8cf8c,21,54,20,644
20a1d4a4a54e3cf08f1cd1770eb0dc66,1723,62,20,626
3cb4202ad21767c8b588d74f805e66a1,445,1050,20,643
4bf46863104519c369fa0f7857de657e,843,71,20,645
094a249219f714d8caca54c17fef5106,21,51,20,641
0047f516a0c44b308aa6ba391107590f,21,184,20,640
393ab6bb2627b64d5cca62c712bfd329,631,47,20,645
c7dd66719728d36ac0a6accd5fcfcd6b,1723,62,20,621
788c5ced29ce3e7e65ccb2cfb2b3defe,445,92,20,643
3cb4202ad21767c8b588d74f805e66a1,843,1050,20,643
d6458a37b7cb444ee3a7ad8a10b4a027,21,50,20,643
45fb59e6f55a684ac47f48e446ff2550,444,62,20,639
c7dd66719728d36ac0a6accd5fcfcd6b,21,62,20,621
ca66cc18bb9a8311515ed8c20dec7015,631,52,20,644
06b59fa62369fc1e9815dcb505080162,1723,62,20,614
d6458a37b7cb444ee3a7ad8a10b4a027,445,50,20,643
a668727d917520a1bd87a15c1380cec2,3306,62,20,646
bf5301d9f66675521c734c08b9796cff,843,130,20,645
7db3732ad9e47054a40979aca87f8963,21,47,20,642
6ed4d6311e9e70477cf15d961e902a6c,1723,335,1,1
b26d06c046f15dfec57787024d6c64f2,631,50,20,643
7db3732ad9e47054a40979aca87f8963,445,47,20,642
788c5ced29ce3e7e65ccb2cfb2b3defe,843,92,20,643
100a9e2cda856218ebc6b03070c464ec,21,62,20,646
94ffa001c8f16d9a3f4795c3af07d011,84,335,1,1
58113f184470d7a063aea1ffbb4bbcfa,3306,62,20,635
b21daf8e2171b9a4cccfa551801cb803,1723,89,20,647
b160c20f62edfe2ed57a1426845b60d3,631,107,20,645
100a9e2cda856218ebc6b03070c464ec,445,62,20,646
2487e13d8a2026521511cc85404cb213,843,93,20,645
3798a4d11ee46cc4beddfd1b8c53f2b0,21,64,20,646
d142445303c1334febbd6fad737a2bb5,1723,196,1,302
99668e9e50e0ce3b9170890271e3cefc,1723,66,20,642
fe0d822e0f469f463b65096735be5d53,631,47,20,639
3798a4d11ee46cc4beddfd1b8c53f2b0,445,64,20,646
094a249219f714d8caca54c17fef5106,843,51,20,641
6bea85f92173b0a9ec293b123ebdf4a9,21,131,20,648
2e60faddf86c15b4abe966b6e0ed1d5d,84,341,1,1
5441fb3f652b90d9aaf4396d2e373e59,1723,344,1,1
47f648d5f4f156308239e48702d11599,1723,81,20,646
2487e13d8a2026521511cc85404cb213,631,93,20,645
65f9e11badaceab046de8d1d59a6bb51,445,74,20,649
d6458a37b7cb444ee3a7ad8a10b4a027,843,50,20,643
65f9e11badaceab046de8d1d59a6bb51,21,74,20,649
ca66cc18bb9a8311515ed8c20dec7015,84,52,20,644
30728cacb60be862905bbfee20ef904e,1723,75,20,645
bf5301d9f66675521c734c08b9796cff,631,130,20,645
a668727d917520a1bd87a15c1380cec2,445,62,20,646
7db3732ad9e47054a40979aca87f8963,843,47,20,642
30728cacb60be862905bbfee20ef904e,84,75,20,645
beb5fa850aa6ac0d45da02d7a6e9cdc5,1723,68,20,641
094a249219f714d8caca54c17fef5106,631,51,20,641
45fb59e6f55a684ac47f48e446ff2550,445,62,20,639
3798a4d11ee46cc4beddfd1b8c53f2b0,843,64,20,646
393ab6bb2627b64d5cca62c712bfd329,1723,47,20,645
b26d06c046f15dfec57787024d6c64f2,1723,50,20,643
6bea85f92173b0a9ec293b123ebdf4a9,631,131,20,648
58113f184470d7a063aea1ffbb4bbcfa,445,62,20,635
6bea85f92173b0a9ec293b123ebdf4a9,843,131,20,648
b21daf8e2171b9a4cccfa551801cb803,84,89,20,647
81647d31e2f92f3f85bbea17b9eee2bd,1723,72,20,645
b3fff84dc42d5f9fc0cb1f906cb97d30,1723,46,20,644
87f505a0967364a9e1d7290d4ef8cf8c,631,54,20,644
20a1d4a4a54e3cf08f1cd1770eb0dc66,445,62,20,626
65f9e11badaceab046de8d1d59a6bb51,843,74,20,649
0f8cc5d0a8b3a3d476ccab1a0f60abc4,84,49,20,647
4bf46863104519c369fa0f7857de657e,1723,71,20,645
779a4a4340b5c53e73c7c748c05b6172,1723,149,1,1
0047f516a0c44b308aa6ba391107590f,631,184,20,640
c7dd66719728d36ac0a6accd5fcfcd6b,445,62,20,621
a668727d917520a1bd87a15c1380cec2,843,62,20,646
4bf46863104519c369fa0f7857de657e,84,71,20,645
0f8cc5d0a8b3a3d476ccab1a0f60abc4,1723,49,20,647
52113d8a3609b712acfed33d1bc19ca1,1723,46,20,643
7db3732ad9e47054a40979aca87f8963,631,47,20,642
06b59fa62369fc1e9815dcb505080162,445,62,20,614
45fb59e6f55a684ac47f48e446ff2550,843,62,20,639
06b59fa62369fc1e9815dcb505080162,21,62,20,614
d6458a37b7cb444ee3a7ad8a10b4a027,1723,50,20,643
d879ab828b597acdf4ff6328f2605ab8,1723,63,20,640
3cb4202ad21767c8b588d74f805e66a1,631,1050,20,643
58113f184470d7a063aea1ffbb4bbcfa,843,62,20,635
99668e9e50e0ce3b9170890271e3cefc,21,66,20,642
393ab6bb2627b64d5cca62c712bfd329,84,47,20,645
87f505a0967364a9e1d7290d4ef8cf8c,1723,54,20,644
e3c4dd21a9171fd39d208efa09bf7883,1723,96,20,644
b21daf8e2171b9a4cccfa551801cb803,445,89,20,647
788c5ced29ce3e7e65ccb2cfb2b3defe,631,92,20,643
20a1d4a4a54e3cf08f1cd1770eb0dc66,843,62,20,626
47f648d5f4f156308239e48702d11599,21,81,20,646
81647d31e2f92f3f85bbea17b9eee2bd,84,72,20,645
788c5ced29ce3e7e65ccb2cfb2b3defe,1723,92,20,643
b160c20f62edfe2ed57a1426845b60d3,1723,107,20,645
99668e9e50e0ce3b9170890271e3cefc,445,66,20,642
e3c4dd21a9171fd39d208efa09bf7883,631,96,20,644
c7dd66719728d36ac0a6accd5fcfcd6b,843,62,20,621
ca66cc18bb9a8311515ed8c20dec7015,21,52,20,644
fe0d822e0f469f463b65096735be5d53,84,47,20,639
ca66cc18bb9a8311515ed8c20dec7015,1723,52,20,644
0047f516a0c44b308aa6ba391107590f,1723,184,20,640
47f648d5f4f156308239e48702d11599,445,81,20,646
d6458a37b7cb444ee3a7ad8a10b4a027,631,50,20,643
06b59fa62369fc1e9815dcb505080162,843,62,20,614
fe0d822e0f469f463b65096735be5d53,21,47,20,639
bf5301d9f66675521c734c08b9796cff,84,130,20,645
fe0d822e0f469f463b65096735be5d53,1723,47,20,639
52113d8a3609b712acfed33d1bc19ca1,631,46,20,643
0047f516a0c44b308aa6ba391107590f,84,184,20,640
bf5301d9f66675521c734c08b9796cff,1723,130,20,645
beb5fa850aa6ac0d45da02d7a6e9cdc5,445,68,20,641
fb358db24237b645fedeae52055dd892,631,60,20,643
b21daf8e2171b9a4cccfa551801cb803,843,89,20,647
beb5fa850aa6ac0d45da02d7a6e9cdc5,21,68,20,641
87f505a0967364a9e1d7290d4ef8cf8c,84,54,20,644
fb358db24237b645fedeae52055dd892,1723,60,20,643
b26d06c046f15dfec57787024d6c64f2,445,50,20,643
c48168714edc71c38134e341c720c4c9,631,149,1,1
99668e9e50e0ce3b9170890271e3cefc,843,66,20,642
b26d06c046f15dfec57787024d6c64f2,21,50,20,643
6bea85f92173b0a9ec293b123ebdf4a9,84,131,20,648
6bea85f92173b0a9ec293b123ebdf4a9,1723,131,20,648
b3fff84dc42d5f9fc0cb1f906cb97d30,445,46,20,644
beb5fa850aa6ac0d45da02d7a6e9cdc5,631,68,20,641
47f648d5f4f156308239e48702d11599,843,81,20,646
094a249219f714d8caca54c17fef5106,84,51,20,641
094a249219f714d8caca54c17fef5106,1723,51,20,641
e2148814c9abb363f299c9deaa0be7af,445,149,1,1
3798a4d11ee46cc4beddfd1b8c53f2b0,631,64,20,646
ca66cc18bb9a8311515ed8c20dec7015,843,52,20,644
6be8fa268d85c0b5d8cacc1dedb44a5e,21,149,1,1
100a9e2cda856218ebc6b03070c464ec,84,62,20,646
3cb4202ad21767c8b588d74f805e66a1,1723,1050,20,643
8a80b9e0132fffa78ac31e97c9b43a2a,8090,335,1,1
65f9e11badaceab046de8d1d59a6bb51,631,74,20,649
fe0d822e0f469f463b65096735be5d53,843,47,20,639
2487e13d8a2026521511cc85404cb213,84,93,20,645
1529d39686d53be441dd1e3747ba4eb3,5000,335,1,1
393ab6bb2627b64d5cca62c712bfd329,445,47,20,645
a668727d917520a1bd87a15c1380cec2,631,62,20,646
b26d06c046f15dfec57787024d6c64f2,84,50,20,643
81647d31e2f92f3f85bbea17b9eee2bd,8090,72,20,645
52113d8a3609b712acfed33d1bc19ca1,445,46,20,643
45fb59e6f55a684ac47f48e446ff2550,631,62,20,639
7db3732ad9e47054a40979aca87f8963,84,47,20,642
5b13fa1fc984a3839a9b1a0af18f0523,5000,343,1,1
32dfbbc7b6c54d364e6f639d934093d0,8090,343,1,1
d879ab828b597acdf4ff6328f2605ab8,445,63,20,640
58113f184470d7a063aea1ffbb4bbcfa,631,62,20,635
788c5ced29ce3e7e65ccb2cfb2b3defe,84,92,20,643
30728cacb60be862905bbfee20ef904e,5000,75,20,645
bf5301d9f66675521c734c08b9796cff,8090,130,20,645
fb358db24237b645fedeae52055dd892,445,60,20,643
20a1d4a4a54e3cf08f1cd1770eb0dc66,631,62,20,626
3cb4202ad21767c8b588d74f805e66a1,84,1050,20,643
4bf46863104519c369fa0f7857de657e,5000,71,20,645
100a9e2cda856218ebc6b03070c464ec,8090,62,20,646
b160c20f62edfe2ed57a1426845b60d3,445,107,20,645
c7dd66719728d36ac0a6accd5fcfcd6b,631,62,20,621
b160c20f62edfe2ed57a1426845b60d3,84,107,20,645
0f8cc5d0a8b3a3d476ccab1a0f60abc4,5000,49,20,647
06b59fa62369fc1e9815dcb505080162,631,62,20,614
beb5fa850aa6ac0d45da02d7a6e9cdc5,843,68,20,641
e3c4dd21a9171fd39d208efa09bf7883,84,96,20,644
fe0d822e0f469f463b65096735be5d53,5000,47,20,639
393ab6bb2627b64d5cca62c712bfd329,8090,47,20,645
99668e9e50e0ce3b9170890271e3cefc,631,66,20,642
b26d06c046f15dfec57787024d6c64f2,843,50,20,643
d6458a37b7cb444ee3a7ad8a10b4a027,84,50,20,643
30728cacb60be862905bbfee20ef904e,8090,75,20,645
47f648d5f4f156308239e48702d11599,631,81,20,646
b3fff84dc42d5f9fc0cb1f906cb97d30,843,46,20,644
b21daf8e2171b9a4cccfa551801cb803,5000,89,20,647
4bf46863104519c369fa0f7857de657e,8090,71,20,645
9bbcc3e71cd6ab30e0c806357c579cbf,843,149,1,1
3798a4d11ee46cc4beddfd1b8c53f2b0,84,64,20,646
81647d31e2f92f3f85bbea17b9eee2bd,5000,72,20,645
0f8cc5d0a8b3a3d476ccab1a0f60abc4,8090,49,20,647
b3fff84dc42d5f9fc0cb1f906cb97d30,631,46,20,644
65f9e11badaceab046de8d1d59a6bb51,84,74,20,649
d879ab828b597acdf4ff6328f2605ab8,631,63,20,640
393ab6bb2627b64d5cca62c712bfd329,843,47,20,645
a668727d917520a1bd87a15c1380cec2,84,62,20,646
393ab6bb2627b64d5cca62c712bfd329,5000,47,20,645
b21daf8e2171b9a4cccfa551801cb803,8090,89,20,647
52113d8a3609b712acfed33d1bc19ca1,843,46,20,643
45fb59e6f55a684ac47f48e446ff2550,84,62,20,639
99668e9e50e0ce3b9170890271e3cefc,5000,66,20,642
fe0d822e0f469f463b65096735be5d53,8090,47,20,639
d879ab828b597acdf4ff6328f2605ab8,843,63,20,640
58113f184470d7a063aea1ffbb4bbcfa,84,62,20,635
bf5301d9f66675521c734c08b9796cff,5000,130,20,645
6bea85f92173b0a9ec293b123ebdf4a9,8090,131,20,648
e3c4dd21a9171fd39d208efa09bf7883,843,96,20,644
20a1d4a4a54e3cf08f1cd1770eb0dc66,84,62,20,626
6bea85f92173b0a9ec293b123ebdf4a9,5000,131,20,648
0047f516a0c44b308aa6ba391107590f,8090,184,20,640
c25dd73276d2d7d7ec982eb54cdbcdf2,49,335,1,1
fb358db24237b645fedeae52055dd892,843,60,20,643
c7dd66719728d36ac0a6accd5fcfcd6b,84,62,20,621
0047f516a0c44b308aa6ba391107590f,5000,184,20,640
87f505a0967364a9e1d7290d4ef8cf8c,8090,54,20,644
b160c20f62edfe2ed57a1426845b60d3,843,107,20,645
06b59fa62369fc1e9815dcb505080162,84,62,20,614
87f505a0967364a9e1d7290d4ef8cf8c,5000,54,20,644
094a249219f714d8caca54c17fef5106,8090,51,20,641
30728cacb60be862905bbfee20ef904e,49,75,20,645
87f505a0967364a9e1d7290d4ef8cf8c,843,54,20,644
99668e9e50e0ce3b9170890271e3cefc,84,66,20,642
2487e13d8a2026521511cc85404cb213,5000,93,20,645
2487e13d8a2026521511cc85404cb213,8090,93,20,645
630f5b15a111a97a62eab86e6560d4ec,49,341,1,1
47f648d5f4f156308239e48702d11599,84,81,20,646
ca66cc18bb9a8311515ed8c20dec7015,8090,52,20,644
b26d06c046f15dfec57787024d6c64f2,5000,50,20,643
beb5fa850aa6ac0d45da02d7a6e9cdc5,84,68,20,641
47df2d44ff9c6cb8da5e9375753e1089,1723,149,1,1
094a249219f714d8caca54c17fef5106,5000,51,20,641
b26d06c046f15dfec57787024d6c64f2,8090,50,20,643
b21daf8e2171b9a4cccfa551801cb803,49,89,20,647
b3fff84dc42d5f9fc0cb1f906cb97d30,84,46,20,644
b160c20f62edfe2ed57a1426845b60d3,8090,107,20,645
ca66cc18bb9a8311515ed8c20dec7015,5000,52,20,644
0f8cc5d0a8b3a3d476ccab1a0f60abc4,49,49,20,647
916c669c0307ee90f42f10053f568d92,84,149,1,1
d6458a37b7cb444ee3a7ad8a10b4a027,8090,50,20,643
e3c4dd21a9171fd39d208efa09bf7883,5000,96,20,644
4bf46863104519c369fa0f7857de657e,49,71,20,645
52113d8a3609b712acfed33d1bc19ca1,84,46,20,643
e3c4dd21a9171fd39d208efa09bf7883,8090,96,20,644
7db3732ad9e47054a40979aca87f8963,5000,47,20,642
81647d31e2f92f3f85bbea17b9eee2bd,49,72,20,645
d879ab828b597acdf4ff6328f2605ab8,84,63,20,640
3cb4202ad21767c8b588d74f805e66a1,8090,1050,20,643
b160c20f62edfe2ed57a1426845b60d3,5000,107,20,645
bf5301d9f66675521c734c08b9796cff,49,130,20,645
fb358db24237b645fedeae52055dd892,84,60,20,643
788c5ced29ce3e7e65ccb2cfb2b3defe,8090,92,20,643
100a9e2cda856218ebc6b03070c464ec,5000,62,20,646
fe0d822e0f469f463b65096735be5d53,49,47,20,639
3cb4202ad21767c8b588d74f805e66a1,5000,1050,20,643
7db3732ad9e47054a40979aca87f8963,8090,47,20,642
87f505a0967364a9e1d7290d4ef8cf8c,49,54,20,644
d6458a37b7cb444ee3a7ad8a10b4a027,5000,50,20,643
3798a4d11ee46cc4beddfd1b8c53f2b0,8090,64,20,646
6bea85f92173b0a9ec293b123ebdf4a9,49,131,20,648
65f9e11badaceab046de8d1d59a6bb51,8090,74,20,649
2487e13d8a2026521511cc85404cb213,49,93,20,645
beb5fa850aa6ac0d45da02d7a6e9cdc5,5000,68,20,641
094a249219f714d8caca54c17fef5106,49,51,20,641
a668727d917520a1bd87a15c1380cec2,8090,62,20,646
788c5ced29ce3e7e65ccb2cfb2b3defe,5000,92,20,643
ca66cc18bb9a8311515ed8c20dec7015,49,52,20,644
45fb59e6f55a684ac47f48e446ff2550,8090,62,20,639
3798a4d11ee46cc4beddfd1b8c53f2b0,5000,64,20,646
bcd5e864f9170cbecc6c629f773aa12e,49,335,1,1
0047f516a0c44b308aa6ba391107590f,49,184,20,640
58113f184470d7a063aea1ffbb4bbcfa,8090,62,20,635
65f9e11badaceab046de8d1d59a6bb51,5000,74,20,649
b26d06c046f15dfec57787024d6c64f2,49,50,20,643
20a1d4a4a54e3cf08f1cd1770eb0dc66,8090,62,20,626
a668727d917520a1bd87a15c1380cec2,5000,62,20,646
c7dd66719728d36ac0a6accd5fcfcd6b,8090,62,20,621
9e018dff8b893803aa6182b4a349b108,445,335,1,1
45fb59e6f55a684ac47f48e446ff2550,5000,62,20,639
e7c6e25987fb2eec75c1a0a4a25c4341,49,342,1,1
393ab6bb2627b64d5cca62c712bfd329,49,47,20,645
06b59fa62369fc1e9815dcb505080162,8090,62,20,614
58113f184470d7a063aea1ffbb4bbcfa,5000,62,20,635
d6458a37b7cb444ee3a7ad8a10b4a027,49,50,20,643
99668e9e50e0ce3b9170890271e3cefc,8090,66,20,642
2487e13d8a2026521511cc85404cb213,445,93,20,645
20a1d4a4a54e3cf08f1cd1770eb0dc66,5000,62,20,626
100a9e2cda856218ebc6b03070c464ec,49,62,20,646
47f648d5f4f156308239e48702d11599,8090,81,20,646
0baab9294fde542afae79b98a3de708f,445,343,1,1
c7dd66719728d36ac0a6accd5fcfcd6b,5000,62,20,621
3cb4202ad21767c8b588d74f805e66a1,49,1050,20,643
3947097d9aa997364c9a7cc7df2006b3,993,335,1,1
30728cacb60be862905bbfee20ef904e,445,75,20,645
6890b8fe0160ef08577342dbe6d8ced6,23,335,1,1
06b59fa62369fc1e9815dcb505080162,5000,62,20,614
788c5ced29ce3e7e65ccb2cfb2b3defe,49,92,20,643
6f766ef17d10ceee593040bd40e484ba,445,335,1,1
beb5fa850aa6ac0d45da02d7a6e9cdc5,8090,68,20,641
0f8cc5d0a8b3a3d476ccab1a0f60abc4,445,49,20,647
47f648d5f4f156308239e48702d11599,5000,81,20,646
7db3732ad9e47054a40979aca87f8963,49,47,20,642
b3fff84dc42d5f9fc0cb1f906cb97d30,8090,46,20,644
c908feaf494db1e052debdc4bf7c9cc1,993,342,1,1
81647d31e2f92f3f85bbea17b9eee2bd,445,72,20,645
684d97621211c63a1dbcbe7c278c3393,23,342,1,1
b3fff84dc42d5f9fc0cb1f906cb97d30,5000,46,20,644
3798a4d11ee46cc4beddfd1b8c53f2b0,49,64,20,646
b843fd464674cac32e1571dbab473e52,8090,149,1,1
4bf46863104519c369fa0f7857de657e,993,71,20,645
4bf46863104519c369fa0f7857de657e,445,71,20,645
30728cacb60be862905bbfee20ef904e,23,75,20,645
6a6ca27ddca2371bead3e19ed29be99e,5000,149,1,1
65f9e11badaceab046de8d1d59a6bb51,49,74,20,649
2c5dde9eb9d0bf6bf73dc974f19a8ab8,445,342,1,1
52113d8a3609b712acfed33d1bc19ca1,8090,46,20,643
30728cacb60be862905bbfee20ef904e,993,75,20,645
0f8cc5d0a8b3a3d476ccab1a0f60abc4,23,49,20,647
52113d8a3609b712acfed33d1bc19ca1,5000,46,20,643
a668727d917520a1bd87a15c1380cec2,49,62,20,646
d879ab828b597acdf4ff6328f2605ab8,8090,63,20,640
b26d06c046f15dfec57787024d6c64f2,993,50,20,643
4bf46863104519c369fa0f7857de657e,23,71,20,645
d879ab828b597acdf4ff6328f2605ab8,5000,63,20,640
45fb59e6f55a684ac47f48e446ff2550,49,62,20,639
fb358db24237b645fedeae52055dd892,8090,60,20,643
81647d31e2f92f3f85bbea17b9eee2bd,23,72,20,645
fb358db24237b645fedeae52055dd892,5000,60,20,643
58113f184470d7a063aea1ffbb4bbcfa,49,62,20,635
b21daf8e2171b9a4cccfa551801cb803,993,89,20,647
20a1d4a4a54e3cf08f1cd1770eb0dc66,49,62,20,626
0f8cc5d0a8b3a3d476ccab1a0f60abc4,993,49,20,647
bf5301d9f66675521c734c08b9796cff,23,130,20,645
c7dd66719728d36ac0a6accd5fcfcd6b,49,62,20,621
81647d31e2f92f3f85bbea17b9eee2bd,993,72,20,645
2487e13d8a2026521511cc85404cb213,23,93,20,645
06b59fa62369fc1e9815dcb505080162,49,62,20,614
100a9e2cda856218ebc6b03070c464ec,993,62,20,646
0047f516a0c44b308aa6ba391107590f,23,184,20,640
99668e9e50e0ce3b9170890271e3cefc,49,66,20,642
87f505a0967364a9e1d7290d4ef8cf8c,993,54,20,644
fe0d822e0f469f463b65096735be5d53,23,47,20,639
47f648d5f4f156308239e48702d11599,49,81,20,646
bf5301d9f66675521c734c08b9796cff,993,130,20,645
87f505a0967364a9e1d7290d4ef8cf8c,23,54,20,644
6bea85f92173b0a9ec293b123ebdf4a9,993,131,20,648
beb5fa850aa6ac0d45da02d7a6e9cdc5,49,68,20,641
fe0d822e0f469f463b65096735be5d53,993,47,20,639
393ab6bb2627b64d5cca62c712bfd329,23,47,20,645
b3fff84dc42d5f9fc0cb1f906cb97d30,49,46,20,644
0047f516a0c44b308aa6ba391107590f,993,184,20,640
00f62dbc032f8a7b926fbdbbae03618a,49,149,1,1
2487e13d8a2026521511cc85404cb213,993,93,20,645
b21daf8e2171b9a4cccfa551801cb803,23,89,20,647
52113d8a3609b712acfed33d1bc19ca1,49,46,20,643
3cb4202ad21767c8b588d74f805e66a1,23,1050,20,643
d879ab828b597acdf4ff6328f2605ab8,49,63,20,640
393ab6bb2627b64d5cca62c712bfd329,993,47,20,645
788c5ced29ce3e7e65ccb2cfb2b3defe,23,92,20,643
e3c4dd21a9171fd39d208efa09bf7883,49,96,20,644
094a249219f714d8caca54c17fef5106,993,51,20,641
1a31e691caab1e52c2467bb3366601e7,3306,335,1,1
094a249219f714d8caca54c17fef5106,23,51,20,641
fb358db24237b645fedeae52055dd892,49,60,20,643
ca66cc18bb9a8311515ed8c20dec7015,993,52,20,644
d6458a37b7cb444ee3a7ad8a10b4a027,23,50,20,643
b160c20f62edfe2ed57a1426845b60d3,49,107,20,645
30728cacb60be862905bbfee20ef904e,3306,75,20,645
7db3732ad9e47054a40979aca87f8963,23,47,20,642
b160c20f62edfe2ed57a1426845b60d3,993,107,20,645
a64fca71c88ab37cf72d531e3116b07e,3306,344,1,1
100a9e2cda856218ebc6b03070c464ec,23,62,20,646
e3c4dd21a9171fd39d208efa09bf7883,993,96,20,644
3798a4d11ee46cc4beddfd1b8c53f2b0,23,64,20,646
8354f09a2775d2fd6af13393e3c25faa,993,149,1,1
393ab6bb2627b64d5cca62c712bfd329,3306,47,20,645
6bea85f92173b0a9ec293b123ebdf4a9,23,131,20,648
3cb4202ad21767c8b588d74f805e66a1,993,1050,20,643
65f9e11badaceab046de8d1d59a6bb51,23,74,20,649
65f9e11badaceab046de8d1d59a6bb51,993,74,20,649
b21daf8e2171b9a4cccfa551801cb803,3306,89,20,647
a668727d917520a1bd87a15c1380cec2,23,62,20,646
788c5ced29ce3e7e65ccb2cfb2b3defe,993,92,20,643
0f8cc5d0a8b3a3d476ccab1a0f60abc4,3306,49,20,647
45fb59e6f55a684ac47f48e446ff2550,23,62,20,639
e3c4dd21a9171fd39d208efa09bf7883,3306,96,20,644
d6458a37b7cb444ee3a7ad8a10b4a027,993,50,20,643
58113f184470d7a063aea1ffbb4bbcfa,23,62,20,635
81647d31e2f92f3f85bbea17b9eee2bd,3306,72,20,645
7db3732ad9e47054a40979aca87f8963,993,47,20,642
20a1d4a4a54e3cf08f1cd1770eb0dc66,23,62,20,626
4bf46863104519c369fa0f7857de657e,3306,71,20,645
3798a4d11ee46cc4beddfd1b8c53f2b0,993,64,20,646
