09bf533d35c7892df986055639f8e68a,30,1417
54eb22f33a58ede87012a1575c9ae579,4,4
51a0dfe7daa3ada0762ff005d5072c71,4,4
8943f855ded25cc9861ec6c5216a9f99,3,3
c353d5845145576f0cabe18e15f4dd56,1,1
2fdfb0eac9a447a5a32aa14197c331f5,3,3
b58a57604cf45494d16609443137e864,5,7
80983e6ed109f99b900805e25551f19d,4,5
32ea48ee071694b5c069fcb4516b1cd8,4,5
9c58146ea25ca8f181f8a428d58b1aec,1,1
1d0e335d8946d6e9b6726e04ecf72338,1,1
1425bcbeeb54a2f44645125aeab99106,3,3
c710f9d8a214a9e6f208ccdfcf5a624b,2,2
a5ce4c3a33803530443a88a67d3eb9de,2,2
6b52a1ae7ded35475e09476795cd3225,1,1
ee998a5f516742cfca22e4f04796dca6,2,2
fe3d7033f871b59bcb712bd43ba0c346,2,2
d824a4c961bedba26e0b9cb25ffc12a4,1,1
8e7dbbe35477b1a86b4f4b73426a9285,3,3
755739f6fabd4d688957420357d1bfaf,1,1
64d83e183d707187a58251a4a3fbe830,1,1
9969d26dd26488f5a4ccc0d3d9007f85,1,1
35aa00555798d1e05e9891838297e61c,2,2
5116f256ce6df1c9ec0047ba5e24e61c,1,1
f2ca6a57cbd04c15ee3de4f0e9f7ffb8,2,2
497aaf127d92efd4969fb9677f1577a8,1,1
020ec347a3d204fedf8a98ae4cc4e916,1,1
5377e1dd1b23481c6880e77bff966d9e,2,2
a87c0141bb39a11795088b4d4db4a21e,1,1
a07ca1dc92d0457af2a1ad7aa4b2a172,1,1
fdad63229447717a0c0496fc5acab9ff,1,1
77ac5bacf1b9004c7303e78fe0d7fbce,1,1
aaa40d95ecb50a5711ee845a1598cceb,1,1
9830339d9420f61ea1ea60ba69a2700a,1,1
dd0c74436f3af3e4b8509ea7d7f7045f,1,1
e80ba50a757fcdbf9e64045d3e4e56a8,3,3
eeaae0e4235ff59a27a281c449956ada,3,3
11cdd1f560ddc983c167a2d63e64e685,1,1
097b52037df8166e290d08c2fdc91410,1,1
567cbb8447bd444c383927dc353aba52,1,1
ae7c27637ffdefcf5a29fe57fa28219c,2,2
eddbe351f685d33f13d2c5694736e248,3,3
fa3fe2b5dfe302cf58cad087c3e3dbcf,2,2
658d5cd15b0c1f0a45772fb9415f6ca1,2,2
44b07dec591f147ce0bdece2dc91f3d2,1,1
6ceda81f41bce63d8efd2d77d01c3bbc,1,1
ea458441cb8aa12704ff61584b6f1f03,2,2
be2cd971c5a959952e1e44ab35a9c3c3,3,3
b756c40aa3e24eacab902fcd0fdfa95d,3,4
db17279ee0cad017f44ce36333574a45,1,1
d58deb2ccbe9d5b053456c43fdced41b,1,2
d33caf85026e066b09b53fa73fead549,1,1
9bb2c33401e3e3af58af1645b81ce2dc,1,1
aae5ab83e5ec513cc0f9ddb5cef20417,2,2
43086194ea89d786cea1f9f20068750a,1,1
e970b861dbae10fdc639a2d89911e2c8,1,1
5b54022ae02275322f528ccd86817131,1,1
7830c45648ad88cc1a9b6f40c3691794,1,1
833a9640829a06c9773e762dcb76cdd4,1,1
e4e05c469fa4797fa5ade3fffe2fb21d,4,4
484764cb7aefd01efc0acdc819e4e117,2,2
a6ff6c63abc2be3ee87c079b9c24b91d,4,4
997754de28d4a95e526789f299dd2e69,1,1
f2b69e344e13182cb4068915aaad2c46,1,1
0aabea2c9c1bc1cb52458e5f58347cd7,2,2
dcc7e2e034c0d6f6f8d3745af833d7ed,1,1
5aa930866327382c8783eb8521a61451,1,1
a44c855f96be3ce51a1e582db8846bbe,1,1
0620b63bd2531d896b97d7270fd1bd8e,1,1
f3ef0db0c33475870546af9c1645b564,2,2
8db6075fc87a63dc8b2a1c75f0229dab,1,1
5f19d4f6e5c1837d30cc20eead3cc1d0,2,2
dbaac64938dedb95d796114004d1032e,1,1
db2962bf3a43c92bb2b1e360a81eee70,3,3
23479952bb04db06edb13751e2c55bdd,1,1
2ee2652c2c34a8dd139e81feea6999f6,1,1
05c5d1e60470932f7f60d946069e2d40,1,1
2f66874ba1796718d004a9ad92edddde,1,1
95c86564a7ecdb564b283b415fb34906,3,3
02bc6207952dd73fa5262cfa893f310f,1,1
ffdf04f9af3da028de0900aa525f90b7,2,2
4ecb4472fde7098444b6accdb029dfa3,1,1
0ea234da276e9a90142173d31abc52c6,1,1
b404872ed2b8b2fe15ca3c0622583935,1,1
cad5147afe30ca9590491f66a8ecdf2d,1,2
c255847969f1219a7094e1fe1426d29a,1,1
7f1b16e9e311ecb81f9984acba28e8d0,1,1
5ec467a6cd553bbe8a009845597a432f,1,1
c1356d7700b62147254b2802d4615729,3,3
3d5e80b9932911a20a9bafc899652edb,1,1
989bd9db44a73c610659390e697da1e3,2,2
f0a1bd6dbf93f2bb58ec046587ddecc4,1,1
ce689c437d11f63e143a55989d6a2442,1,1
babbeed204a3f9a1f02445e114a899e7,1,1
04e6006e11362a9552d63bae811f8e0d,1,1
102c5bb4c6ee75ccbde74174105fe6fa,1,1
413042a4684455e675530a79c54f244f,2,2
be852305648a0e1c529194f49e3bb7cd,1,1
db561e0b18620aac373a5fda033afd59,1,1
8d532ef3eb7253692afd7a8699c50f7c,1,1
664d3f642013ad23e66e1c780d884e0a,3,3
3f31998bbfe5669c7efeaf1831df40d0,2,2
09f9140bcd7f57a4a088536b74472c65,1,1
59a51351982ea3830fe15684168db893,1,1
542f9319c0b5cd7042cee75a95a2b8c3,1,1
cfb549d7bf453c65f67b8203dd5dcad7,1,1
7dde9002519f917a7f5bb3536df34c39,2,3
d76203f84dc2cd0bf2283e8f68a9f425,1,1
b22cca839f43e5d7ec52c78e15c196e1,3,3
ee7d4422763bb35f7ad2ab317c090448,1,1
96b51eba37dc8ce8b37590d832bef903,1,1
8bb7de37d920eba6ec6549e0b07381a3,1,1
2f7f0a8d15de24a641a145ead0092ded,1,1
c033adb9ab4e41e6f75b03181aa07b7b,1,1
781767b7a209bea49ee7a50e1435fd90,1,1
79dca15e1c2a5a70a0445b8ea88c4b44,1,1
0c6ff06a13c93476c5d600bbfc65e5ea,1,1
43e0469ba745d5bbd75d5f8e5f0463f0,1,1
e0fcae41c0229287a73632bb15be00fd,1,1
80a528c283722fbd9089a50a3e142ca1,2,2
f5f5399189ca94df1f436158b4bae73e,1,1
65cf67a9c3edaac15afbe4e4747a6d14,1,1
170c66c95eeb95ceb6d02ae9da549bd1,1,1
48c1ee88f22ae4b997c8e4edaa684ed0,1,1
b030f7ce98dbbea18b8702a7da4440b2,1,1
c911322602d6876ce22ccaf183de24db,1,1
bf08aa91791ad01f9a7eb10884536ae9,1,1
68e18b799f33865c41fe6d8ed6c1e40f,2,2
cc0ef7cdb86c8172902d441070206578,1,1
1e09b7eb2d21e6a44361267603995b71,1,1
0552551e2753d2e00e256f945bb47f96,1,1
339415f3beb2c813eb30926d1b29428f,2,2
7b2ee79fa3e5ed6f3c43c6649063442b,1,1
83847b917b7b02975601f45455b55c2f,1,1
8d178cc78a801d99d8098cd3bc32feae,1,1
824e92d3d243bda6681441b6e22d181e,1,1
163c6d7a15d356ac7054368534666673,1,1
578e8eaa089ed0a41efdb15a6256ec64,1,1
57161d0a1b791163e7776c8c444e6de8,1,1
5a02b333dad3c2b4394f1b73812c176b,2,3
e483d5edc2ef80a978b1831caa9e1a0e,1,1
3a466df70a7d6677e15f624a0e67e5d0,4,4
1e79be37e38f176ab4fb6208db8ae0e3,1,1
9cc3101f06e356d3e8a126e39e12f13e,1,1
a34049f7a0ad57d057ff33a355ccef35,1,1
d2c0489201ed0e4620386a8f91b813ee,2,2
6dba7f05d9655d2ff26486a1730573d2,1,2
3ae11f7a350b7d64c73eb6ba49087977,1,1
cd30189fdcea797ce71e5444f3945b5d,1,1
48799e929c28bb48708fa066bb1c9f18,2,2
5116157ffb202e29f3063995b55a8bf7,1,1
9984b6379a8bcc822cf7f5e7d9733e4c,3,3
94102dc470613c0e9d9ef0229c584a7a,3,3
006e58599b0d5cae527dbeb79189ede4,2,2
7e14608fec3059c854ea235ff47e8e3c,1,1
5905f40e3df4f6d00bdfa5a51e88bc25,2,2
ee0966e1f0f6880f7676c18af933c49e,1,1
e4ec3bf2c4da64f647a171003379fdab,1,1
6e066125b854fd851b8e704bd121bc87,1,1
6d8f3594391f32942ba857462e5cf2f7,1,1
e42bfa5ee14a81baf325633a59621f72,3,3
a1e69ecf069cf049db0c4037cf1f50c4,3,3
933790d416b7cde87be67b6b4ab6eff7,1,1
0bef67f632045bf4a5b3f5d0982a48cb,2,2
2a1c988c946170ede6b9a0704ca6031c,1,1
00f6cdde3bbf3897f3ba7182cf837ea8,2,2
32e9b4aa4a6888792f75812444bb87cd,1,1
26bf02395708ca1727eec54048c29d26,3,3
c2205aa1a70ffcb17a81fbed0b2928c1,1,1
cf1196c4c6eb366143eedb35e2f4fa6e,1,1
030aa147bace8125d4629cde15f99a89,2,2
46a1adf1d62c58cdbc7239db507a1bda,1,1
9a146503ca3dacd99944e0ebe455f1ad,2,2
d403cb5a13e51003754822a45981b399,2,2
f94e8f4f20a7dd89e19f7126ee85cb8a,2,2
2fee6a79176a59a0857382fc398c1433,1,1
ec6a2c74b1552d89058bd9017a8b3398,1,1
bb0792cc7c392b948a54acddeb8a97d6,1,1
d4a10c42f550eebfc357df315e2c5cb4,1,1
1fd3950c4bf291975146126ca34216bb,1,1
c071459bbf0a1154305e2c5c0870053d,1,1
220d8d4dccc6a50e90dd1949b42a4aaf,1,1
c9749ccb95a48c16bc0964aa007233c0,1,2
e59192d9ab203090e7d2e336f5edbc8b,3,3
008e6c569c6df797370e5187b5503257,1,1
55d27eec36e335063fc897f3693b6eca,3,3
f874dd23c20e57c7db4bf049626bc0da,1,1
7cf2e1645c1e4e59c8d195599305483b,1,1
f76194401a6cd3a75e228158bd64f456,1,1
5f4e49d589579a4f8f89091a731ec6fc,3,3
785af1d85c5d37edf52a3992029567a2,1,1
6b026f21126a710e320728e0e9125641,1,1
96610cccd43677da67e90bb05d04db58,1,1
9af954d6cda30f83b8d19b02e151c0c7,2,3
ff468fed5bd2e1146584fd590bc62d68,1,1
